,SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,PERIOD,PERIOD_IN_DAYS,AVG_KWH_PER_DAY,TOTAL_INVOICE
8187,0125BB,01/04/2019,30/04/2019,1098.0,"188,37",29 days,29,37.86206896551724,35
8188,0125BB,01/05/2019,31/05/2019,1130.0,"193,47",30 days,30,37.666666666666664,35
8189,0125BB,01/06/2019,30/06/2019,1020.0,"175,92",29 days,29,35.172413793103445,35
8190,0125BB,01/07/2019,31/07/2019,1122.0,"192,20",30 days,30,37.4,35
8191,0125BB,01/08/2019,31/08/2019,1084.0,"186,13",30 days,30,36.13333333333333,35
8192,0125BB,01/09/2019,30/09/2019,883.0,"154,06",29 days,29,30.448275862068964,35
8193,0125BB,01/10/2019,31/10/2019,1043.0,"179,59",30 days,30,34.766666666666666,35
8194,0125BB,01/11/2019,30/11/2019,843.0,"147,68",29 days,29,29.06896551724138,35
8195,0125BB,01/12/2019,31/12/2019,901.0,"156,94",30 days,30,30.033333333333335,35
8196,0125BB,01/01/2020,31/01/2020,928.0,"158,76",30 days,30,30.933333333333334,35
8197,0125BB,01/02/2020,29/02/2020,808.0,"139,99",28 days,28,28.857142857142858,35
8198,0125BB,01/03/2020,31/03/2020,889.0,"152,66",30 days,30,29.633333333333333,35
8199,0125BB,01/04/2020,30/04/2020,969.0,"165,20",29 days,29,33.41379310344828,35
8200,0125BB,01/05/2020,31/05/2020,816.0,"141,27",30 days,30,27.2,35
8201,0125BB,01/06/2020,30/06/2020,898.0,"154,07",29 days,29,30.96551724137931,35
8202,0125BB,01/07/2020,31/07/2020,983.0,"167,35",30 days,30,32.766666666666666,35
8203,0125BB,01/08/2020,31/08/2020,873.0,"150,16",30 days,30,29.1,35
8204,0125BB,01/09/2020,30/09/2020,892.0,"153,13",29 days,29,30.75862068965517,35
8205,0125BB,01/10/2020,31/10/2020,938.0,"160,32",30 days,30,31.266666666666666,35
8206,0125BB,01/11/2020,30/11/2020,856.0,"147,50",29 days,29,29.517241379310345,35
8207,0125BR,01/01/2018,31/12/2018,26135.0,"2 466,88",364 days,364,71.79945054945055,2
8208,0125BR,01/01/2019,31/12/2019,25728.0,"6 355,59",364 days,364,70.68131868131869,2
8209,0125KO,01/01/2018,31/01/2018,2202.0,"273,11",30 days,30,73.4,35
8210,0125KO,01/02/2018,28/02/2018,1983.0,"246,72",27 days,27,73.44444444444444,35
8211,0125KO,01/03/2018,31/03/2018,2188.0,"271,42",30 days,30,72.93333333333334,35
8212,0125KO,01/04/2018,30/04/2018,2198.0,"272,62",29 days,29,75.79310344827586,35
8213,0125KO,01/05/2018,31/05/2018,2316.0,"286,84",30 days,30,77.2,35
8214,0125KO,01/06/2018,30/06/2018,2272.0,"281,54",29 days,29,78.34482758620689,35
8215,0125KO,01/07/2018,31/07/2018,2383.0,"295,08",30 days,30,79.43333333333334,35
8216,0125KO,01/08/2018,31/08/2018,2428.0,"300,51",30 days,30,80.93333333333334,35
8217,0125KO,01/09/2018,30/09/2018,2251.0,"280,94",29 days,29,77.62068965517241,35
8218,0125KO,01/10/2018,31/10/2018,2266.0,"282,76",30 days,30,75.53333333333333,35
8219,0125KO,01/11/2018,30/11/2018,2150.0,"268,68",29 days,29,74.13793103448276,35
8220,0125KO,01/12/2018,31/12/2018,2174.0,"271,60",30 days,30,72.46666666666667,35
8221,0125KO,01/01/2019,31/01/2019,2179.0,"299,05",30 days,30,72.63333333333334,35
8222,0125KO,01/02/2019,28/02/2019,1990.0,"273,79",27 days,27,73.70370370370371,35
8223,0125KO,01/03/2019,31/03/2019,2219.0,"304,39",30 days,30,73.96666666666667,35
8224,0125KO,01/04/2019,30/04/2019,2182.0,"299,45",29 days,29,75.24137931034483,35
8225,0125KO,01/05/2019,31/05/2019,2289.0,"313,74",30 days,30,76.3,35
8226,0125KO,01/06/2019,30/06/2019,2320.0,"317,89",29 days,29,80.0,35
8227,0125KO,01/07/2019,31/07/2019,2352.0,"322,16",30 days,30,78.4,35
8228,0125KO,01/08/2019,31/08/2019,2395.0,"327,91",30 days,30,79.83333333333333,35
8229,0125KO,01/09/2019,30/09/2019,2238.0,"306,93",29 days,29,77.17241379310344,35
8230,0125KO,01/10/2019,31/10/2019,2266.0,"310,67",30 days,30,75.53333333333333,35
8231,0125KO,01/11/2019,30/11/2019,2152.0,"295,44",29 days,29,74.20689655172414,35
8232,0125KO,01/12/2019,31/12/2019,2042.0,"280,74",30 days,30,68.06666666666666,35
8233,0125KO,01/01/2020,31/01/2020,1934.0,"265,05",30 days,30,64.46666666666667,35
8234,0125KO,01/02/2020,29/02/2020,1840.0,"252,60",28 days,28,65.71428571428571,35
8235,0125KO,01/03/2020,31/03/2020,1980.0,"271,15",30 days,30,66.0,35
8236,0125KO,01/04/2020,30/04/2020,1942.0,"266,11",29 days,29,66.96551724137932,35
8237,0125KO,01/05/2020,31/05/2020,2232.0,"304,53",30 days,30,74.4,35
8238,0125KO,01/06/2020,30/06/2020,2497.0,"339,64",29 days,29,86.10344827586206,35
8239,0125KO,01/07/2020,31/07/2020,2589.0,"351,83",30 days,30,86.3,35
8240,0125KO,01/08/2020,31/08/2020,2602.0,"353,55",30 days,30,86.73333333333333,35
8241,0125KO,01/09/2020,30/09/2020,2470.0,"336,06",29 days,29,85.17241379310344,35
8242,0125KO,01/10/2020,31/10/2020,2453.0,"333,81",30 days,30,81.76666666666667,35
8243,0125KO,01/11/2020,30/11/2020,2237.0,"296,34",29 days,29,77.13793103448276,35
8244,0126BR,01/01/2018,31/12/2018,37448.0,"3 795,16",364 days,364,102.87912087912088,2
8245,0126BR,01/01/2019,31/12/2019,35905.0,"4 613,68",364 days,364,98.64010989010988,2
8246,0126KO,01/01/2018,31/01/2018,1470.0,"183,71",30 days,30,49.0,35
8247,0126KO,01/02/2018,28/02/2018,1334.0,"167,33",27 days,27,49.407407407407405,35
8248,0126KO,01/03/2018,31/03/2018,1477.0,"184,55",30 days,30,49.233333333333334,35
8249,0126KO,01/04/2018,30/04/2018,1453.0,"181,66",29 days,29,50.10344827586207,35
8250,0126KO,01/05/2018,31/05/2018,1536.0,"191,66",30 days,30,51.2,35
8251,0126KO,01/06/2018,30/06/2018,1497.0,"186,96",29 days,29,51.62068965517241,35
8252,0126KO,01/07/2018,31/07/2018,1577.0,"196,71",30 days,30,52.56666666666667,35
8253,0126KO,01/08/2018,31/08/2018,1608.0,"200,45",30 days,30,53.6,35
8254,0126KO,01/09/2018,30/09/2018,1483.0,"186,55",29 days,29,51.13793103448276,35
8255,0126KO,01/10/2018,31/10/2018,1495.0,"188,00",30 days,30,49.833333333333336,35
8256,0126KO,01/11/2018,30/11/2018,1438.0,"181,09",29 days,29,49.58620689655172,35
8257,0126KO,01/12/2018,31/12/2018,1480.0,"186,18",30 days,30,49.333333333333336,35
8258,0126KO,01/01/2019,31/01/2019,1487.0,"205,38",30 days,30,49.56666666666667,35
8259,0126KO,01/02/2019,28/02/2019,1333.0,"184,80",27 days,27,49.370370370370374,35
8260,0126KO,01/03/2019,31/03/2019,1475.0,"203,77",30 days,30,49.166666666666664,35
8261,0126KO,01/04/2019,30/04/2019,1441.0,"199,23",29 days,29,49.689655172413794,35
8262,0126KO,01/05/2019,31/05/2019,1491.0,"205,91",30 days,30,49.7,35
8263,0126KO,01/06/2019,30/06/2019,1538.0,"212,19",29 days,29,53.03448275862069,35
8264,0126KO,01/07/2019,31/07/2019,1556.0,"214,59",30 days,30,51.86666666666667,35
8265,0126KO,01/08/2019,31/08/2019,1386.0,"191,88",30 days,30,46.2,35
8266,0126KO,01/09/2019,30/09/2019,1527.0,"210,72",29 days,29,52.6551724137931,35
8267,0126KO,01/10/2019,31/10/2019,1827.0,"250,80",30 days,30,60.9,35
8268,0126KO,01/11/2019,30/11/2019,1756.0,"241,32",29 days,29,60.55172413793103,35
8269,0126KO,01/12/2019,31/12/2019,1788.0,"245,59",30 days,30,59.6,35
8270,0126KO,01/01/2020,31/01/2020,1829.0,"249,78",30 days,30,60.96666666666667,35
8271,0126KO,01/02/2020,29/02/2020,1685.0,"230,71",28 days,28,60.17857142857143,35
8272,0126KO,01/03/2020,31/03/2020,1774.0,"242,50",30 days,30,59.13333333333333,35
8273,0126KO,01/04/2020,30/04/2020,1739.0,"237,86",29 days,29,59.96551724137931,35
8274,0126KO,01/05/2020,31/05/2020,1816.0,"248,06",30 days,30,60.53333333333333,35
8275,0126KO,01/06/2020,30/06/2020,1854.0,"253,10",29 days,29,63.93103448275862,35
8276,0126KO,01/07/2020,31/07/2020,2017.0,"274,69",30 days,30,67.23333333333333,35
8277,0126KO,01/08/2020,31/08/2020,2028.0,"276,15",30 days,30,67.6,35
8278,0126KO,01/09/2020,30/09/2020,1955.0,"266,48",29 days,29,67.41379310344827,35
8279,0126KO,01/10/2020,31/10/2020,1798.0,"245,68",30 days,30,59.93333333333333,35
8280,0126KO,01/11/2020,30/11/2020,1662.0,"220,17",29 days,29,57.310344827586206,35
8281,0127BB,01/01/2018,31/12/2018,29911.0,"4 058,19",364 days,364,82.17307692307692,2
8282,0127BB,01/01/2019,31/12/2019,29240.0,"3 825,70",364 days,364,80.32967032967034,2
8283,0127BR,01/01/2018,31/12/2018,6399.0,"986,04",364 days,364,17.57967032967033,4
8284,0127BR,01/01/2019,12/06/2019,6413.0,"799,82",162 days,162,39.58641975308642,4
8285,0127BR,13/06/2019,31/12/2019,7487.0,"941,57",201 days,201,37.24875621890547,4
8286,0127BR,01/01/2020,19/08/2020,7837.0,"1 159,75",231 days,231,33.926406926406926,4
8287,0128BB,01/01/2018,31/12/2018,10339.0,"1 732,32",364 days,364,28.403846153846153,2
8288,0128BB,01/01/2019,31/12/2019,30325.0,"4 526,04",364 days,364,83.31043956043956,2
8289,0128BR,01/01/2018,31/01/2018,2888.0,"307,84",30 days,30,96.26666666666667,35
8290,0128BR,01/02/2018,28/02/2018,2618.0,"290,86",27 days,27,96.96296296296296,35
8291,0128BR,01/03/2018,31/03/2018,2892.0,"320,36",30 days,30,96.4,35
8292,0128BR,01/04/2018,30/04/2018,2847.0,"315,11",29 days,29,98.17241379310344,35
8293,0128BR,01/05/2018,31/05/2018,2982.0,"329,32",30 days,30,99.4,35
8294,0128BR,01/06/2018,30/06/2018,2946.0,"325,32",29 days,29,101.58620689655173,35
8295,0128BR,01/07/2018,31/07/2018,3070.0,"338,74",30 days,30,102.33333333333333,35
8296,0128BR,01/08/2018,31/08/2018,3095.0,"341,23",30 days,30,103.16666666666667,35
8297,0128BR,01/09/2018,30/09/2018,2924.0,"325,62",29 days,29,100.82758620689656,35
8298,0128BR,01/10/2018,31/10/2018,2994.0,"333,44",30 days,30,99.8,35
8299,0128BR,01/11/2018,30/11/2018,2852.0,"318,35",29 days,29,98.34482758620689,35
8300,0128BR,01/12/2018,31/12/2018,2928.0,"326,72",30 days,30,97.6,35
8301,0128BR,01/01/2019,31/01/2019,2921.0,"318,36",30 days,30,97.36666666666666,35
8302,0128BR,01/02/2019,28/02/2019,2649.0,"289,37",27 days,27,98.11111111111111,35
8303,0128BR,01/03/2019,31/03/2019,2953.0,"321,45",30 days,30,98.43333333333334,35
8304,0128BR,01/04/2019,30/04/2019,2886.0,"314,19",29 days,29,99.51724137931035,35
8305,0128BR,01/05/2019,31/05/2019,2980.0,"324,12",30 days,30,99.33333333333333,35
8306,0128BR,01/06/2019,30/06/2019,3001.0,"325,42",29 days,29,103.48275862068965,35
8307,0128BR,01/07/2019,31/07/2019,3055.0,"329,66",30 days,30,101.83333333333333,35
8308,0128BR,01/08/2019,31/08/2019,3085.0,"332,63",30 days,30,102.83333333333333,35
8309,0128BR,01/09/2019,30/09/2019,2902.0,"313,84",29 days,29,100.06896551724138,35
8310,0128BR,01/10/2019,31/10/2019,2985.0,"322,68",30 days,30,99.5,35
8311,0128BR,01/11/2019,30/11/2019,2879.0,"311,54",29 days,29,99.27586206896552,35
8312,0128BR,01/12/2019,31/12/2019,2952.0,"319,32",30 days,30,98.4,35
8313,0128BR,01/01/2020,31/01/2020,2937.0,"377,93",30 days,30,97.9,35
8314,0128BR,01/02/2020,29/02/2020,2774.0,"357,28",28 days,28,99.07142857142857,35
8315,0128BR,01/03/2020,31/03/2020,2993.0,"382,81",30 days,30,99.76666666666667,35
8316,0128BR,01/04/2020,30/04/2020,2929.0,"374,67",29 days,29,101.0,35
8317,0128BR,01/05/2020,31/05/2020,3011.0,"384,91",30 days,30,100.36666666666666,35
8318,0128BR,01/06/2020,30/06/2020,2938.0,"375,65",29 days,29,101.3103448275862,35
8319,0128BR,01/07/2020,31/07/2020,3066.0,"391,44",30 days,30,102.2,35
8320,0128BR,01/08/2020,31/08/2020,3249.0,"412,00",30 days,30,108.3,35
8321,0128BR,01/09/2020,30/09/2020,3128.0,"396,85",29 days,29,107.86206896551724,35
8322,0128BR,01/10/2020,31/10/2020,3173.0,"402,63",30 days,30,105.76666666666667,35
8323,0128BR,01/11/2020,30/11/2020,3000.0,"372,68",29 days,29,103.44827586206897,35
8324,0128KO,01/01/2018,31/12/2018,3710.0,"607,20",364 days,364,10.192307692307692,2
8325,0128KO,01/01/2019,31/12/2019,1879.0,"369,86",364 days,364,5.162087912087912,2
8326,0129BB,01/01/2018,31/01/2018,1767.0,"229,74",30 days,30,58.9,35
8327,0129BB,01/02/2018,28/02/2018,1751.0,"227,42",27 days,27,64.85185185185185,35
8328,0129BB,01/03/2018,31/03/2018,1721.0,"221,84",30 days,30,57.36666666666667,35
8329,0129BB,01/04/2018,30/04/2018,1403.0,"182,06",29 days,29,48.37931034482759,35
8330,0129BB,01/05/2018,31/05/2018,1448.0,"187,69",30 days,30,48.266666666666666,35
8331,0129BB,01/06/2018,30/06/2018,1410.0,"182,89",29 days,29,48.62068965517241,35
8332,0129BB,01/07/2018,31/07/2018,1465.0,"189,90",30 days,30,48.833333333333336,35
8333,0129BB,01/08/2018,31/08/2018,1448.0,"187,35",30 days,30,48.266666666666666,35
8334,0129BB,01/09/2018,30/09/2018,1790.0,"232,30",29 days,29,61.724137931034484,35
8335,0129BB,01/10/2018,31/10/2018,2038.0,"263,28",30 days,30,67.93333333333334,35
8336,0129BB,01/11/2018,30/11/2018,2116.0,"273,03",29 days,29,72.96551724137932,35
8337,0129BB,01/12/2018,31/12/2018,2397.0,"308,10",30 days,30,79.9,35
8338,0129BB,01/01/2019,31/01/2019,2462.0,"301,58",30 days,30,82.06666666666666,35
8339,0129BB,01/02/2019,28/02/2019,2055.0,"253,08",27 days,27,76.11111111111111,35
8340,0129BB,01/03/2019,31/03/2019,2141.0,"263,87",30 days,30,71.36666666666666,35
8341,0129BB,01/04/2019,30/04/2019,1989.0,"245,32",29 days,29,68.58620689655173,35
8342,0129BB,01/05/2019,31/05/2019,2067.0,"254,31",30 days,30,68.9,35
8343,0129BB,01/06/2019,30/06/2019,2017.0,"248,96",29 days,29,69.55172413793103,35
8344,0129BB,01/07/2019,31/07/2019,2074.0,"255,64",30 days,30,69.13333333333334,35
8345,0129BB,01/08/2019,31/08/2019,2076.0,"255,86",30 days,30,69.2,35
8346,0129BB,01/09/2019,30/09/2019,1977.0,"243,88",29 days,29,68.17241379310344,35
8347,0129BB,01/10/2019,31/10/2019,2078.0,"255,94",30 days,30,69.26666666666667,35
8348,0129BB,01/11/2019,30/11/2019,2002.0,"246,69",29 days,29,69.03448275862068,35
8349,0129BB,01/12/2019,31/12/2019,2310.0,"283,29",30 days,30,77.0,35
8350,0129BB,01/01/2020,31/01/2020,2415.0,"354,90",30 days,30,80.5,35
8351,0129BB,01/02/2020,29/02/2020,2081.0,"307,84",28 days,28,74.32142857142857,35
8352,0129BB,01/03/2020,31/03/2020,2155.0,"318,00",30 days,30,71.83333333333333,35
8353,0129BB,01/04/2020,30/04/2020,1985.0,"293,55",29 days,29,68.44827586206897,35
8354,0129BB,01/05/2020,31/05/2020,2039.0,"301,47",30 days,30,67.96666666666667,35
8355,0129BB,01/06/2020,30/06/2020,1991.0,"294,81",29 days,29,68.65517241379311,35
8356,0129BB,01/07/2020,31/07/2020,2070.0,"305,01",30 days,30,69.0,35
8357,0129BB,01/08/2020,31/08/2020,2081.0,"307,80",30 days,30,69.36666666666666,35
8358,0129BB,01/09/2020,30/09/2020,1718.0,"255,65",29 days,29,59.241379310344826,35
8359,0129BB,01/10/2020,31/10/2020,1740.0,"258,73",30 days,30,58.0,35
8360,0129BB,01/11/2020,30/11/2020,1747.0,"240,75",29 days,29,60.241379310344826,35
8361,0129BR,01/01/2018,31/01/2018,2396.0,"271,04",30 days,30,79.86666666666666,35
8362,0129BR,01/02/2018,28/02/2018,2267.0,"256,82",27 days,27,83.96296296296296,35
8363,0129BR,01/03/2018,31/03/2018,2457.0,"277,16",30 days,30,81.9,35
8364,0129BR,01/04/2018,30/04/2018,2425.0,"272,47",29 days,29,83.62068965517241,35
8365,0129BR,01/05/2018,31/05/2018,2569.0,"287,13",30 days,30,85.63333333333334,35
8366,0129BR,01/06/2018,30/06/2018,2498.0,"279,40",29 days,29,86.13793103448276,35
8367,0129BR,01/07/2018,31/07/2018,2606.0,"290,77",30 days,30,86.86666666666666,35
8368,0129BR,01/08/2018,31/08/2018,2635.0,"293,52",30 days,30,87.83333333333333,35
8369,0129BR,01/09/2018,30/09/2018,2456.0,"277,37",29 days,29,84.6896551724138,35
8370,0129BR,01/10/2018,31/10/2018,2463.0,"278,96",30 days,30,82.1,35
8371,0129BR,01/11/2018,30/11/2018,2347.0,"267,18",29 days,29,80.93103448275862,35
8372,0129BR,01/12/2018,31/12/2018,2446.0,"278,24",30 days,30,81.53333333333333,35
8373,0129BR,01/01/2019,31/01/2019,2544.0,"281,82",30 days,30,84.8,35
8374,0129BR,01/02/2019,28/02/2019,2192.0,"244,83",27 days,27,81.18518518518519,35
8375,0129BR,01/03/2019,31/03/2019,2401.0,"266,65",30 days,30,80.03333333333333,35
8376,0129BR,01/04/2019,30/04/2019,2374.0,"263,23",29 days,29,81.86206896551724,35
8377,0129BR,01/05/2019,31/05/2019,2458.0,"272,07",30 days,30,81.93333333333334,35
8378,0129BR,01/06/2019,30/06/2019,2554.0,"280,10",29 days,29,88.06896551724138,35
8379,0129BR,01/07/2019,31/07/2019,2605.0,"285,69",30 days,30,86.83333333333333,35
8380,0129BR,01/08/2019,31/08/2019,2622.0,"287,32",30 days,30,87.4,35
8381,0129BR,01/09/2019,30/09/2019,2435.0,"268,81",29 days,29,83.96551724137932,35
8382,0129BR,01/10/2019,31/10/2019,2460.0,"272,12",30 days,30,82.0,35
8383,0129BR,01/11/2019,30/11/2019,2315.0,"257,69",29 days,29,79.82758620689656,35
8384,0129BR,01/12/2019,31/12/2019,2427.0,"269,80",30 days,30,80.9,35
8385,0129BR,01/01/2020,31/01/2020,2468.0,"324,60",30 days,30,82.26666666666667,35
8386,0129BR,01/02/2020,29/02/2020,2258.0,"298,13",28 days,28,80.64285714285714,35
8387,0129BR,01/03/2020,31/03/2020,2244.0,"287,99",30 days,30,74.8,35
8388,0129BR,01/04/2020,30/04/2020,2229.0,"284,80",29 days,29,76.86206896551724,35
8389,0129BR,01/05/2020,31/05/2020,2421.0,"307,84",30 days,30,80.7,35
8390,0129BR,01/06/2020,30/06/2020,2541.0,"322,46",29 days,29,87.62068965517241,35
8391,0129BR,01/07/2020,31/07/2020,2774.0,"350,80",30 days,30,92.46666666666667,35
8392,0129BR,01/08/2020,31/08/2020,2819.0,"356,27",30 days,30,93.96666666666667,35
8393,0129BR,01/09/2020,30/09/2020,2667.0,"337,78",29 days,29,91.96551724137932,35
8394,0129BR,01/10/2020,31/10/2020,2731.0,"345,56",30 days,30,91.03333333333333,35
8395,0129BR,01/11/2020,30/11/2020,2634.0,"320,55",29 days,29,90.82758620689656,35
8396,0129KO,01/01/2018,31/01/2018,2354.0,"292,02",30 days,30,78.46666666666667,35
8397,0129KO,01/02/2018,28/02/2018,2148.0,"267,20",27 days,27,79.55555555555556,35
8398,0129KO,01/03/2018,31/03/2018,2355.0,"292,14",30 days,30,78.5,35
8399,0129KO,01/04/2018,30/04/2018,2372.0,"294,19",29 days,29,81.79310344827586,35
8400,0129KO,01/05/2018,31/05/2018,2520.0,"312,02",30 days,30,84.0,35
8401,0129KO,01/06/2018,30/06/2018,2472.0,"306,24",29 days,29,85.24137931034483,35
8402,0129KO,01/07/2018,31/07/2018,2600.0,"321,84",30 days,30,86.66666666666667,35
8403,0129KO,01/08/2018,31/08/2018,2622.0,"324,49",30 days,30,87.4,35
8404,0129KO,01/09/2018,30/09/2018,2527.0,"315,03",29 days,29,87.13793103448276,35
8405,0129KO,01/10/2018,31/10/2018,2660.0,"331,17",30 days,30,88.66666666666667,35
8406,0129KO,01/11/2018,30/11/2018,2914.0,"361,99",29 days,29,100.48275862068965,35
8407,0129KO,01/12/2018,31/12/2018,3530.0,"436,73",30 days,30,117.66666666666667,35
8408,0129KO,01/01/2019,31/01/2019,3691.0,"501,68",30 days,30,123.03333333333333,35
8409,0129KO,01/02/2019,28/02/2019,2994.0,"408,55",27 days,27,110.88888888888889,35
8410,0129KO,01/03/2019,31/03/2019,2944.0,"401,87",30 days,30,98.13333333333334,35
8411,0129KO,01/04/2019,30/04/2019,2498.0,"342,28",29 days,29,86.13793103448276,35
8412,0129KO,01/05/2019,31/05/2019,2476.0,"339,34",30 days,30,82.53333333333333,35
8413,0129KO,01/06/2019,30/06/2019,2572.0,"352,17",29 days,29,88.6896551724138,35
8414,0129KO,01/07/2019,31/07/2019,2605.0,"356,58",30 days,30,86.83333333333333,35
8415,0129KO,01/08/2019,31/08/2019,2631.0,"360,05",30 days,30,87.7,35
8416,0129KO,01/09/2019,30/09/2019,2428.0,"332,93",29 days,29,83.72413793103448,35
8417,0129KO,01/10/2019,31/10/2019,2500.0,"342,55",30 days,30,83.33333333333333,35
8418,0129KO,01/11/2019,30/11/2019,2448.0,"335,60",29 days,29,84.41379310344827,35
8419,0129KO,01/12/2019,31/12/2019,2571.0,"352,03",30 days,30,85.7,35
8420,0129KO,01/01/2020,31/01/2020,2660.0,"361,91",30 days,30,88.66666666666667,35
8421,0129KO,01/02/2020,29/02/2020,2482.0,"338,33",28 days,28,88.64285714285714,35
8422,0129KO,01/03/2020,31/03/2020,2649.0,"360,45",30 days,30,88.3,35
8423,0129KO,01/04/2020,30/04/2020,2695.0,"366,55",29 days,29,92.93103448275862,35
8424,0129KO,01/05/2020,31/05/2020,2797.0,"380,06",30 days,30,93.23333333333333,35
8425,0129KO,01/06/2020,30/06/2020,2779.0,"377,68",29 days,29,95.82758620689656,35
8426,0129KO,01/07/2020,31/07/2020,2971.0,"403,11",30 days,30,99.03333333333333,35
8427,0129KO,01/08/2020,31/08/2020,2972.0,"403,24",30 days,30,99.06666666666666,35
8428,0129KO,01/09/2020,30/09/2020,2668.0,"362,97",29 days,29,92.0,35
8429,0129KO,01/10/2020,31/10/2020,2754.0,"374,36",30 days,30,91.8,35
8430,0129KO,01/11/2020,30/11/2020,2628.0,"357,67",29 days,29,90.62068965517241,35
8431,0130BB,01/01/2018,31/12/2018,4503.0,"834,91",364 days,364,12.37087912087912,2
8432,0130BB,01/01/2019,31/12/2019,25762.0,"3 610,89",364 days,364,70.77472527472527,2
8433,0130BR,01/01/2018,31/01/2018,1617.0,"191,84",30 days,30,53.9,35
8434,0130BR,01/02/2018,28/02/2018,1474.0,"175,85",27 days,27,54.592592592592595,35
8435,0130BR,01/03/2018,31/03/2018,1618.0,"191,92",30 days,30,53.93333333333333,35
8436,0130BR,01/04/2018,30/04/2018,1616.0,"190,83",29 days,29,55.724137931034484,35
8437,0130BR,01/05/2018,31/05/2018,1704.0,"199,93",30 days,30,56.8,35
8438,0130BR,01/06/2018,30/06/2018,1681.0,"196,99",29 days,29,57.96551724137931,35
8439,0130BR,01/07/2018,31/07/2018,1750.0,"204,41",30 days,30,58.333333333333336,35
8440,0130BR,01/08/2018,31/08/2018,1764.0,"205,71",30 days,30,58.8,35
8441,0130BR,01/09/2018,30/09/2018,1645.0,"194,94",29 days,29,56.724137931034484,35
8442,0130BR,01/10/2018,31/10/2018,1632.0,"194,48",30 days,30,54.4,35
8443,0130BR,01/11/2018,30/11/2018,1433.0,"173,55",29 days,29,49.41379310344828,35
8444,0130BR,01/12/2018,31/12/2018,1469.0,"177,74",30 days,30,48.96666666666667,35
8445,0130BR,01/01/2019,31/01/2019,1472.0,"174,14",30 days,30,49.06666666666667,35
8446,0130BR,01/02/2019,28/02/2019,1325.0,"157,98",27 days,27,49.074074074074076,35
8447,0130BR,01/03/2019,31/03/2019,1476.0,"174,47",30 days,30,49.2,35
8448,0130BR,01/04/2019,30/04/2019,1467.0,"172,89",29 days,29,50.58620689655172,35
8449,0130BR,01/05/2019,31/05/2019,1531.0,"179,72",30 days,30,51.03333333333333,35
8450,0130BR,01/06/2019,30/06/2019,1562.0,"181,47",29 days,29,53.86206896551724,35
8451,0130BR,01/07/2019,31/07/2019,1603.0,"186,06",30 days,30,53.43333333333333,35
8452,0130BR,01/08/2019,31/08/2019,1605.0,"186,17",30 days,30,53.5,35
8453,0130BR,01/09/2019,30/09/2019,1472.0,"173,03",29 days,29,50.758620689655174,35
8454,0130BR,01/10/2019,31/10/2019,1487.0,"175,31",30 days,30,49.56666666666667,35
8455,0130BR,01/11/2019,30/11/2019,1412.0,"167,55",29 days,29,48.689655172413794,35
8456,0130BR,01/12/2019,31/12/2019,1463.0,"173,12",30 days,30,48.766666666666666,35
8457,0130BR,01/01/2020,31/01/2020,1463.0,"203,06",30 days,30,48.766666666666666,35
8458,0130BR,01/02/2020,29/02/2020,1366.0,"190,38",28 days,28,48.785714285714285,35
8459,0130BR,01/03/2020,31/03/2020,1467.0,"202,50",30 days,30,48.9,35
8460,0130BR,01/04/2020,30/04/2020,1447.0,"199,46",29 days,29,49.89655172413793,35
8461,0130BR,01/05/2020,31/05/2020,1505.0,"206,83",30 days,30,50.166666666666664,35
8462,0130BR,01/06/2020,30/06/2020,1512.0,"206,84",29 days,29,52.13793103448276,35
8463,0130BR,01/07/2020,31/07/2020,1574.0,"214,38",30 days,30,52.46666666666667,35
8464,0130BR,01/08/2020,31/08/2020,1392.0,"188,83",30 days,30,46.4,35
8465,0130BR,01/09/2020,30/09/2020,1207.0,"163,91",29 days,29,41.62068965517241,35
8466,0130BR,01/10/2020,31/10/2020,1233.0,"167,25",30 days,30,41.1,35
8467,0130BR,01/11/2020,30/11/2020,1569.0,"194,89",29 days,29,54.10344827586207,35
8468,0130KO,01/01/2018,30/09/2018,17231.0,"2 293,24",272 days,272,63.349264705882355,27
8469,0130KO,01/10/2018,31/10/2018,2445.0,"320,68",30 days,30,81.5,27
8470,0130KO,01/11/2018,30/11/2018,2416.0,"317,16",29 days,29,83.3103448275862,27
8471,0130KO,01/12/2018,31/12/2018,2609.0,"327,38",30 days,30,86.96666666666667,27
8472,0130KO,01/01/2019,31/01/2019,2709.0,"372,90",30 days,30,90.3,27
8473,0130KO,01/02/2019,28/02/2019,2288.0,"316,65",27 days,27,84.74074074074075,27
8474,0130KO,01/03/2019,31/03/2019,2449.0,"338,16",30 days,30,81.63333333333334,27
8475,0130KO,01/04/2019,30/04/2019,2361.0,"326,41",29 days,29,81.41379310344827,27
8476,0130KO,01/05/2019,31/05/2019,2452.0,"338,56",30 days,30,81.73333333333333,27
8477,0130KO,01/06/2019,30/06/2019,2617.0,"360,61",29 days,29,90.24137931034483,27
8478,0130KO,01/07/2019,31/07/2019,2686.0,"369,83",30 days,30,89.53333333333333,27
8479,0130KO,01/08/2019,31/08/2019,2678.0,"368,76",30 days,30,89.26666666666667,27
8480,0130KO,01/09/2019,30/09/2019,2616.0,"360,48",29 days,29,90.20689655172414,27
8481,0130KO,01/10/2019,31/10/2019,2769.0,"380,92",30 days,30,92.3,27
