,SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,PERIOD,PERIOD_IN_DAYS,AVG_KWH_PER_DAY,TOTAL_INVOICE
8482,0130KO,01/11/2019,30/11/2019,2661.0,"366,49",29 days,29,91.75862068965517,27
8483,0130KO,01/12/2019,31/12/2019,2722.0,"374,64",30 days,30,90.73333333333333,27
8484,0130KO,01/01/2020,31/01/2020,2727.0,"373,51",30 days,30,90.9,27
8485,0130KO,01/02/2020,29/02/2020,2564.0,"351,91",28 days,28,91.57142857142857,27
8486,0130KO,01/03/2020,31/03/2020,2746.0,"376,02",30 days,30,91.53333333333333,27
8487,0130KO,01/04/2020,30/04/2020,2760.0,"377,88",29 days,29,95.17241379310344,27
8488,0130KO,01/05/2020,31/05/2020,2860.0,"391,13",30 days,30,95.33333333333333,27
8489,0130KO,01/06/2020,30/06/2020,2795.0,"382,51",29 days,29,96.37931034482759,27
8490,0130KO,01/07/2020,31/07/2020,2950.0,"403,05",30 days,30,98.33333333333333,27
8491,0130KO,01/08/2020,31/08/2020,2997.0,"409,27",30 days,30,99.9,27
8492,0130KO,01/09/2020,30/09/2020,2849.0,"389,67",29 days,29,98.24137931034483,27
8493,0130KO,01/10/2020,31/10/2020,2918.0,"398,81",30 days,30,97.26666666666667,27
8494,0130KO,01/11/2020,30/11/2020,2799.0,"383,04",29 days,29,96.51724137931035,27
8495,0131BB,01/01/2018,31/12/2018,20450.0,"2 795,72",364 days,364,56.18131868131868,2
8496,0131BB,01/01/2019,31/12/2019,18018.0,"2 595,13",364 days,364,49.5,2
8497,0131BR,01/01/2018,31/01/2018,1259.0,"140,37",30 days,30,41.96666666666667,35
8498,0131BR,01/02/2018,28/02/2018,1141.0,"134,13",27 days,27,42.25925925925926,35
8499,0131BR,01/03/2018,31/03/2018,1267.0,"147,71",30 days,30,42.233333333333334,35
8500,0131BR,01/04/2018,30/04/2018,1361.0,"156,57",29 days,29,46.93103448275862,35
8501,0131BR,01/05/2018,31/05/2018,1522.0,"173,30",30 days,30,50.733333333333334,35
8502,0131BR,01/06/2018,30/06/2018,1502.0,"171,18",29 days,29,51.793103448275865,35
8503,0131BR,01/07/2018,31/07/2018,1666.0,"188,70",30 days,30,55.53333333333333,35
8504,0131BR,01/08/2018,31/08/2018,1707.0,"193,12",30 days,30,56.9,35
8505,0131BR,01/09/2018,30/09/2018,1465.0,"168,65",29 days,29,50.51724137931034,35
8506,0131BR,01/10/2018,31/10/2018,1382.0,"160,33",30 days,30,46.06666666666667,35
8507,0131BR,01/11/2018,30/11/2018,1242.0,"145,86",29 days,29,42.827586206896555,35
8508,0131BR,01/12/2018,31/12/2018,1223.0,"144,35",30 days,30,40.766666666666666,35
8509,0131BR,01/01/2019,31/01/2019,1214.0,"140,32",30 days,30,40.46666666666667,35
8510,0131BR,01/02/2019,28/02/2019,1120.0,"129,92",27 days,27,41.48148148148148,35
8511,0131BR,01/03/2019,31/03/2019,1286.0,"147,21",30 days,30,42.86666666666667,35
8512,0131BR,01/04/2019,30/04/2019,1321.0,"150,31",29 days,29,45.55172413793103,35
8513,0131BR,01/05/2019,31/05/2019,1396.0,"158,07",30 days,30,46.53333333333333,35
8514,0131BR,01/06/2019,30/06/2019,1607.0,"179,34",29 days,29,55.41379310344828,35
8515,0131BR,01/07/2019,31/07/2019,1688.0,"187,92",30 days,30,56.266666666666666,35
8516,0131BR,01/08/2019,31/08/2019,1687.0,"187,64",30 days,30,56.233333333333334,35
8517,0131BR,01/09/2019,30/09/2019,1460.0,"164,22",29 days,29,50.3448275862069,35
8518,0131BR,01/10/2019,31/10/2019,1396.0,"158,07",30 days,30,46.53333333333333,35
8519,0131BR,01/11/2019,30/11/2019,1227.0,"141,02",29 days,29,42.310344827586206,35
8520,0131BR,01/12/2019,31/12/2019,1231.0,"141,85",30 days,30,41.03333333333333,35
8521,0131BR,01/01/2020,31/01/2020,1205.0,"163,91",30 days,30,40.166666666666664,35
8522,0131BR,01/02/2020,29/02/2020,1169.0,"158,93",28 days,28,41.75,35
8523,0131BR,01/03/2020,31/03/2020,1276.0,"171,54",30 days,30,42.53333333333333,35
8524,0131BR,01/04/2020,30/04/2020,1338.0,"178,57",29 days,29,46.13793103448276,35
8525,0131BR,01/05/2020,31/05/2020,1424.0,"189,07",30 days,30,47.46666666666667,35
8526,0131BR,01/06/2020,30/06/2020,1511.0,"199,23",29 days,29,52.10344827586207,35
8527,0131BR,01/07/2020,31/07/2020,1725.0,"225,90",30 days,30,57.5,35
8528,0131BR,01/08/2020,31/08/2020,1697.0,"222,42",30 days,30,56.56666666666667,35
8529,0131BR,01/09/2020,30/09/2020,1493.0,"197,04",29 days,29,51.48275862068966,35
8530,0131BR,01/10/2020,31/10/2020,1380.0,"183,71",30 days,30,46.0,35
8531,0131BR,01/11/2020,30/11/2020,1266.0,"154,77",29 days,29,43.6551724137931,35
8532,0131KO,01/01/2018,31/01/2018,1028.0,"129,86",30 days,30,34.266666666666666,35
8533,0131KO,01/02/2018,28/02/2018,934.0,"118,53",27 days,27,34.592592592592595,35
8534,0131KO,01/03/2018,31/03/2018,1030.0,"130,10",30 days,30,34.333333333333336,35
8535,0131KO,01/04/2018,30/04/2018,1014.0,"128,17",29 days,29,34.96551724137931,35
8536,0131KO,01/05/2018,31/05/2018,1054.0,"132,99",30 days,30,35.13333333333333,35
8537,0131KO,01/06/2018,30/06/2018,1024.0,"129,38",29 days,29,35.310344827586206,35
8538,0131KO,01/07/2018,31/07/2018,1064.0,"134,27",30 days,30,35.46666666666667,35
8539,0131KO,01/08/2018,31/08/2018,1072.0,"135,23",30 days,30,35.733333333333334,35
8540,0131KO,01/09/2018,30/09/2018,1021.0,"129,89",29 days,29,35.206896551724135,35
8541,0131KO,01/10/2018,31/10/2018,1046.0,"132,92",30 days,30,34.86666666666667,35
8542,0131KO,01/11/2018,30/11/2018,1004.0,"127,83",29 days,29,34.62068965517241,35
8543,0131KO,01/12/2018,31/12/2018,1031.0,"131,10",30 days,30,34.36666666666667,35
8544,0131KO,01/01/2019,31/01/2019,1031.0,"143,84",30 days,30,34.36666666666667,35
8545,0131KO,01/02/2019,28/02/2019,931.0,"130,48",27 days,27,34.48148148148148,35
8546,0131KO,01/03/2019,31/03/2019,1036.0,"144,51",30 days,30,34.53333333333333,35
8547,0131KO,01/04/2019,30/04/2019,1011.0,"141,16",29 days,29,34.86206896551724,35
8548,0131KO,01/05/2019,31/05/2019,1047.0,"145,97",30 days,30,34.9,35
8549,0131KO,01/06/2019,30/06/2019,1036.0,"144,51",29 days,29,35.724137931034484,35
8550,0131KO,01/07/2019,31/07/2019,1064.0,"148,25",30 days,30,35.46666666666667,35
8551,0131KO,01/08/2019,31/08/2019,1071.0,"149,18",30 days,30,35.7,35
8552,0131KO,01/09/2019,30/09/2019,1018.0,"142,10",29 days,29,35.10344827586207,35
8553,0131KO,01/10/2019,31/10/2019,1044.0,"145,57",30 days,30,34.8,35
8554,0131KO,01/11/2019,30/11/2019,1003.0,"140,10",29 days,29,34.58620689655172,35
8555,0131KO,01/12/2019,31/12/2019,1000.0,"139,70",30 days,30,33.333333333333336,35
8556,0131KO,01/01/2020,31/01/2020,960.0,"133,99",30 days,30,32.0,35
8557,0131KO,01/02/2020,29/02/2020,899.0,"125,90",28 days,28,32.107142857142854,35
8558,0131KO,01/03/2020,31/03/2020,966.0,"134,78",30 days,30,32.2,35
8559,0131KO,01/04/2020,30/04/2020,943.0,"131,73",29 days,29,32.51724137931034,35
8560,0131KO,01/05/2020,31/05/2020,979.0,"136,50",30 days,30,32.63333333333333,35
8561,0131KO,01/06/2020,30/06/2020,1110.0,"153,86",29 days,29,38.275862068965516,35
8562,0131KO,01/07/2020,31/07/2020,1216.0,"167,90",30 days,30,40.53333333333333,35
8563,0131KO,01/08/2020,31/08/2020,1223.0,"168,83",30 days,30,40.766666666666666,35
8564,0131KO,01/09/2020,30/09/2020,1180.0,"163,13",29 days,29,40.689655172413794,35
8565,0131KO,01/10/2020,31/10/2020,1172.0,"162,07",30 days,30,39.06666666666667,35
8566,0131KO,01/11/2020,30/11/2020,1132.0,"149,96",29 days,29,39.03448275862069,35
8567,1123BB,01/01/2018,31/12/2018,13381.0,"2 039,08",364 days,364,36.760989010989015,2
8568,1123BB,01/01/2019,31/12/2019,13381.0,"2 050,81",364 days,364,36.760989010989015,2
8569,0132BR,01/01/2018,31/12/2018,11545.0,"1 312,67",364 days,364,31.717032967032967,2
8570,0132BR,01/01/2019,31/12/2019,11370.0,"1 251,07",364 days,364,31.236263736263737,2
8571,0132KO,01/01/2018,31/01/2018,1067.0,"135,16",30 days,30,35.56666666666667,35
8572,0132KO,01/02/2018,28/02/2018,996.0,"126,60",27 days,27,36.888888888888886,35
8573,0132KO,01/03/2018,31/03/2018,1091.0,"138,05",30 days,30,36.36666666666667,35
8574,0132KO,01/04/2018,30/04/2018,1057.0,"133,95",29 days,29,36.44827586206897,35
8575,0132KO,01/05/2018,31/05/2018,1104.0,"139,61",30 days,30,36.8,35
8576,0132KO,01/06/2018,30/06/2018,1081.0,"136,84",29 days,29,37.275862068965516,35
8577,0132KO,01/07/2018,31/07/2018,1131.0,"142,95",30 days,30,37.7,35
8578,0132KO,01/08/2018,31/08/2018,1191.0,"150,18",30 days,30,39.7,35
8579,0132KO,01/09/2018,30/09/2018,1091.0,"138,98",29 days,29,37.62068965517241,35
8580,0132KO,01/10/2018,31/10/2018,1115.0,"141,90",30 days,30,37.166666666666664,35
8581,0132KO,01/11/2018,30/11/2018,1062.0,"135,46",29 days,29,36.62068965517241,35
8582,0132KO,01/12/2018,31/12/2018,1087.0,"138,50",30 days,30,36.233333333333334,35
8583,0132KO,01/01/2019,31/01/2019,1100.0,"153,67",30 days,30,36.666666666666664,35
8584,0132KO,01/02/2019,28/02/2019,978.0,"137,37",27 days,27,36.22222222222222,35
8585,0132KO,01/03/2019,31/03/2019,1081.0,"151,13",30 days,30,36.03333333333333,35
8586,0132KO,01/04/2019,30/04/2019,1066.0,"149,12",29 days,29,36.758620689655174,35
8587,0132KO,01/05/2019,31/05/2019,1109.0,"154,87",30 days,30,36.96666666666667,35
8588,0132KO,01/06/2019,30/06/2019,1104.0,"154,20",29 days,29,38.06896551724138,35
8589,0132KO,01/07/2019,31/07/2019,1134.0,"158,21",30 days,30,37.8,35
8590,0132KO,01/08/2019,31/08/2019,1148.0,"160,08",30 days,30,38.266666666666666,35
8591,0132KO,01/09/2019,30/09/2019,1290.0,"179,05",29 days,29,44.48275862068966,35
8592,0132KO,01/10/2019,31/10/2019,1397.0,"193,35",30 days,30,46.56666666666667,35
8593,0132KO,01/11/2019,30/11/2019,1336.0,"185,20",29 days,29,46.06896551724138,35
8594,0132KO,01/12/2019,31/12/2019,1348.0,"186,80",30 days,30,44.93333333333333,35
8595,0132KO,01/01/2020,31/01/2020,1355.0,"186,99",30 days,30,45.166666666666664,35
8596,0132KO,01/02/2020,29/02/2020,1267.0,"175,33",28 days,28,45.25,35
8597,0132KO,01/03/2020,31/03/2020,1355.0,"186,99",30 days,30,45.166666666666664,35
8598,0132KO,01/04/2020,30/04/2020,1316.0,"181,83",29 days,29,45.37931034482759,35
8599,0132KO,01/05/2020,31/05/2020,1354.0,"186,86",30 days,30,45.13333333333333,35
8600,0132KO,01/06/2020,30/06/2020,1346.0,"185,80",29 days,29,46.41379310344828,35
8601,0132KO,01/07/2020,31/07/2020,1406.0,"193,75",30 days,30,46.86666666666667,35
8602,0132KO,01/08/2020,31/08/2020,1423.0,"196,00",30 days,30,47.43333333333333,35
8603,0132KO,01/09/2020,30/09/2020,1331.0,"183,81",29 days,29,45.89655172413793,35
8604,0132KO,01/10/2020,31/10/2020,1350.0,"186,33",30 days,30,45.0,35
8605,0132KO,01/11/2020,30/11/2020,1282.0,"169,83",29 days,29,44.206896551724135,35
8606,0133BB,01/01/2018,31/12/2018,26665.0,"3 644,51",364 days,364,73.25549450549451,21
8607,0133BB,01/01/2019,30/04/2019,8699.0,"1 156,13",119 days,119,73.10084033613445,21
8608,0133BB,01/05/2019,31/05/2019,2266.0,"300,06",30 days,30,75.53333333333333,21
8609,0133BB,01/06/2019,30/06/2019,2282.0,"289,25",29 days,29,78.6896551724138,21
8610,0133BB,01/07/2019,31/07/2019,2327.0,"294,23",30 days,30,77.56666666666666,21
8611,0133BB,01/08/2019,31/08/2019,2344.0,"296,50",30 days,30,78.13333333333334,21
8612,0133BB,01/09/2019,30/09/2019,2202.0,"278,70",29 days,29,75.93103448275862,21
8613,0133BB,01/10/2019,31/10/2019,2256.0,"284,88",30 days,30,75.2,21
8614,0133BB,01/11/2019,30/11/2019,2164.0,"273,50",29 days,29,74.62068965517241,21
8615,0133BB,01/12/2019,31/12/2019,2229.0,"281,25",30 days,30,74.3,21
8616,0133BB,01/01/2020,31/01/2020,2228.0,"322,78",30 days,30,74.26666666666667,21
8617,0133BB,01/02/2020,29/02/2020,2083.0,"302,67",28 days,28,74.39285714285714,21
8618,0133BB,01/03/2020,31/03/2020,2263.0,"328,56",30 days,30,75.43333333333334,21
8619,0133BB,01/04/2020,30/04/2020,2191.0,"317,21",29 days,29,75.55172413793103,21
8620,0133BB,01/05/2020,31/05/2020,2239.0,"323,41",30 days,30,74.63333333333334,21
8621,0133BB,01/06/2020,30/06/2020,2370.0,"341,63",29 days,29,81.72413793103448,21
8622,0133BB,01/07/2020,31/07/2020,2592.0,"372,67",30 days,30,86.4,21
8623,0133BB,01/08/2020,31/08/2020,2588.0,"371,55",30 days,30,86.26666666666667,21
8624,0133BB,01/09/2020,30/09/2020,2469.0,"354,91",29 days,29,85.13793103448276,21
8625,0133BB,01/10/2020,31/10/2020,2530.0,"362,86",30 days,30,84.33333333333333,21
8626,0133BB,01/11/2020,30/11/2020,2417.0,"335,96",29 days,29,83.34482758620689,21
8627,0133BR,01/01/2018,31/01/2018,2209.0,"239,47",30 days,30,73.63333333333334,35
8628,0133BR,01/02/2018,28/02/2018,2000.0,"217,81",27 days,27,74.07407407407408,35
8629,0133BR,01/03/2018,31/03/2018,2208.0,"239,36",30 days,30,73.6,35
8630,0133BR,01/04/2018,30/04/2018,2192.0,"237,70",29 days,29,75.58620689655173,35
8631,0133BR,01/05/2018,31/05/2018,2307.0,"249,62",30 days,30,76.9,35
8632,0133BR,01/06/2018,30/06/2018,2250.0,"243,71",29 days,29,77.58620689655173,35
8633,0133BR,01/07/2018,31/07/2018,2342.0,"261,59",30 days,30,78.06666666666666,35
8634,0133BR,01/08/2018,31/08/2018,2365.0,"263,82",30 days,30,78.83333333333333,35
8635,0133BR,01/09/2018,30/09/2018,2229.0,"251,35",29 days,29,76.86206896551724,35
8636,0133BR,01/10/2018,31/10/2018,2262.0,"255,22",30 days,30,75.4,35
8637,0133BR,01/11/2018,30/11/2018,2156.0,"243,85",29 days,29,74.34482758620689,35
8638,0133BR,01/12/2018,31/12/2018,2276.0,"256,54",30 days,30,75.86666666666666,35
8639,0133BR,01/01/2019,31/01/2019,2265.0,"249,58",30 days,30,75.5,35
8640,0133BR,01/02/2019,28/02/2019,2036.0,"225,40",27 days,27,75.4074074074074,35
8641,0133BR,01/03/2019,31/03/2019,2277.0,"250,68",30 days,30,75.9,35
8642,0133BR,01/04/2019,30/04/2019,2161.0,"235,36",29 days,29,74.51724137931035,35
8643,0133BR,01/05/2019,31/05/2019,2197.0,"237,85",30 days,30,73.23333333333333,35
8644,0133BR,01/06/2019,30/06/2019,2166.0,"234,56",29 days,29,74.6896551724138,35
8645,0133BR,01/07/2019,31/07/2019,2233.0,"241,45",30 days,30,74.43333333333334,35
8646,0133BR,01/08/2019,31/08/2019,2176.0,"235,59",30 days,30,72.53333333333333,35
8647,0133BR,01/09/2019,30/09/2019,2085.0,"226,22",29 days,29,71.89655172413794,35
8648,0133BR,01/10/2019,31/10/2019,2145.0,"232,43",30 days,30,71.5,35
8649,0133BR,01/11/2019,30/11/2019,2089.0,"226,63",29 days,29,72.03448275862068,35
8650,0133BR,01/12/2019,31/12/2019,2156.0,"233,57",30 days,30,71.86666666666666,35
8651,0133BR,01/01/2020,31/01/2020,2163.0,"278,56",30 days,30,72.1,35
8652,0133BR,01/02/2020,29/02/2020,2019.0,"260,73",28 days,28,72.10714285714286,35
8653,0133BR,01/03/2020,31/03/2020,2172.0,"278,32",30 days,30,72.4,35
8654,0133BR,01/04/2020,30/04/2020,2117.0,"271,52",29 days,29,73.0,35
8655,0133BR,01/05/2020,31/05/2020,2183.0,"279,65",30 days,30,72.76666666666667,35
8656,0133BR,01/06/2020,30/06/2020,2098.0,"269,18",29 days,29,72.34482758620689,35
8657,0133BR,01/07/2020,31/07/2020,2166.0,"277,56",30 days,30,72.2,35
8658,0133BR,01/08/2020,31/08/2020,2176.0,"278,75",30 days,30,72.53333333333333,35
8659,0133BR,01/09/2020,30/09/2020,2076.0,"266,48",29 days,29,71.58620689655173,35
8660,0133BR,01/10/2020,31/10/2020,2130.0,"273,17",30 days,30,71.0,35
8661,0133BR,01/11/2020,30/11/2020,2034.0,"250,77",29 days,29,70.13793103448276,35
8662,0134BB,01/01/2018,31/01/2018,617.0,"76,61",30 days,30,20.566666666666666,35
8663,0134BB,01/02/2018,28/02/2018,604.0,"75,45",27 days,27,22.37037037037037,35
8664,0134BB,01/03/2018,31/03/2018,633.0,"77,92",30 days,30,21.1,35
8665,0134BB,01/04/2018,30/04/2018,600.0,"75,18",29 days,29,20.689655172413794,35
8666,0134BB,01/05/2018,31/05/2018,629.0,"77,65",30 days,30,20.966666666666665,35
8667,0134BB,01/06/2018,30/06/2018,616.0,"76,55",29 days,29,21.24137931034483,35
8668,0134BB,01/07/2018,31/07/2018,660.0,"80,35",30 days,30,22.0,35
8669,0134BB,01/08/2018,31/08/2018,646.0,"80,25",30 days,30,21.533333333333335,35
8670,0134BB,01/09/2018,30/09/2018,613.0,"77,93",29 days,29,21.137931034482758,35
8671,0134BB,01/10/2018,31/10/2018,631.0,"79,45",30 days,30,21.033333333333335,35
8672,0134BB,01/11/2018,30/11/2018,614.0,"78,00",29 days,29,21.17241379310345,35
8673,0134BB,01/12/2018,31/12/2018,635.0,"79,78",30 days,30,21.166666666666668,35
8674,0134BB,01/01/2019,31/01/2019,661.0,"82,36",30 days,30,22.033333333333335,35
8675,0134BB,01/02/2019,28/02/2019,568.0,"74,80",27 days,27,21.037037037037038,35
8676,0134BB,01/03/2019,31/03/2019,620.0,"79,05",30 days,30,20.666666666666668,35
8677,0134BB,01/04/2019,30/04/2019,603.0,"77,66",29 days,29,20.79310344827586,35
8678,0134BB,01/05/2019,31/05/2019,625.0,"79,46",30 days,30,20.833333333333332,35
8679,0134BB,01/06/2019,30/06/2019,625.0,"79,49",29 days,29,21.551724137931036,35
8680,0134BB,01/07/2019,31/07/2019,655.0,"81,92",30 days,30,21.833333333333332,35
8681,0134BB,01/08/2019,31/08/2019,675.0,"83,54",30 days,30,22.5,35
8682,0134BB,01/09/2019,30/09/2019,640.0,"80,68",29 days,29,22.06896551724138,35
8683,0134BB,01/10/2019,31/10/2019,655.0,"90,33",30 days,30,21.833333333333332,35
8684,0134BB,01/11/2019,30/11/2019,603.0,"85,58",29 days,29,20.79310344827586,35
8685,0134BB,01/12/2019,31/12/2019,577.0,"83,61",30 days,30,19.233333333333334,35
8686,0134BB,01/01/2020,31/01/2020,582.0,"97,60",30 days,30,19.4,35
8687,0134BB,01/02/2020,29/02/2020,537.0,"92,26",28 days,28,19.178571428571427,35
8688,0134BB,01/03/2020,31/03/2020,581.0,"97,26",30 days,30,19.366666666666667,35
8689,0134BB,01/04/2020,30/04/2020,570.0,"95,45",29 days,29,19.655172413793103,35
8690,0134BB,01/05/2020,31/05/2020,579.0,"96,64",30 days,30,19.3,35
8691,0134BB,01/06/2020,30/06/2020,571.0,"95,67",29 days,29,19.689655172413794,35
8692,0134BB,01/07/2020,31/07/2020,589.0,"97,65",30 days,30,19.633333333333333,35
8693,0134BB,01/08/2020,31/08/2020,591.0,"97,85",30 days,30,19.7,35
8694,0134BB,01/09/2020,30/09/2020,564.0,"93,44",29 days,29,19.448275862068964,35
8695,0134BB,01/10/2020,31/10/2020,571.0,"93,03",30 days,30,19.033333333333335,35
8696,0134BB,01/11/2020,30/11/2020,552.0,"56,54",29 days,29,19.03448275862069,35
8697,0134BR,01/01/2018,11/10/2018,20050.0,"2 290,58",283 days,283,70.84805653710248,3
8698,0134BR,12/10/2018,31/12/2018,5595.0,"643,94",80 days,80,69.9375,3
8699,0134BR,01/01/2019,31/12/2019,25527.0,"2 869,37",364 days,364,70.12912087912088,3
8700,0134KO,01/01/2018,31/01/2018,2380.0,"295,75",30 days,30,79.33333333333333,35
8701,0134KO,01/02/2018,28/02/2018,2161.0,"269,37",27 days,27,80.03703703703704,35
8702,0134KO,01/03/2018,31/03/2018,2411.0,"299,49",30 days,30,80.36666666666666,35
8703,0134KO,01/04/2018,30/04/2018,2363.0,"293,70",29 days,29,81.48275862068965,35
8704,0134KO,01/05/2018,31/05/2018,2529.0,"313,70",30 days,30,84.3,35
8705,0134KO,01/06/2018,30/06/2018,2427.0,"301,41",29 days,29,83.6896551724138,35
8706,0134KO,01/07/2018,31/07/2018,2513.0,"311,95",30 days,30,83.76666666666667,35
8707,0134KO,01/08/2018,31/08/2018,2546.0,"315,93",30 days,30,84.86666666666666,35
8708,0134KO,01/09/2018,30/09/2018,2396.0,"299,73",29 days,29,82.62068965517241,35
8709,0134KO,01/10/2018,31/10/2018,2446.0,"305,80",30 days,30,81.53333333333333,35
8710,0134KO,01/11/2018,30/11/2018,2344.0,"293,42",29 days,29,80.82758620689656,35
8711,0134KO,01/12/2018,31/12/2018,2428.0,"303,62",30 days,30,80.93333333333334,35
8712,0134KO,01/01/2019,31/01/2019,2449.0,"336,34",30 days,30,81.63333333333334,35
8713,0134KO,01/02/2019,28/02/2019,2176.0,"299,87",27 days,27,80.5925925925926,35
8714,0134KO,01/03/2019,31/03/2019,2401.0,"329,93",30 days,30,80.03333333333333,35
8715,0134KO,01/04/2019,30/04/2019,2344.0,"322,31",29 days,29,80.82758620689656,35
8716,0134KO,01/05/2019,31/05/2019,2435.0,"334,47",30 days,30,81.16666666666667,35
8717,0134KO,01/06/2019,30/06/2019,2469.0,"339,02",29 days,29,85.13793103448276,35
8718,0134KO,01/07/2019,31/07/2019,2498.0,"342,89",30 days,30,83.26666666666667,35
8719,0134KO,01/08/2019,31/08/2019,2542.0,"348,77",30 days,30,84.73333333333333,35
8720,0134KO,01/09/2019,30/09/2019,2368.0,"325,52",29 days,29,81.65517241379311,35
8721,0134KO,01/10/2019,31/10/2019,2397.0,"329,40",30 days,30,79.9,35
8722,0134KO,01/11/2019,30/11/2019,2350.0,"323,12",29 days,29,81.03448275862068,35
8723,0134KO,01/12/2019,31/12/2019,2405.0,"330,46",30 days,30,80.16666666666667,35
8724,0134KO,01/01/2020,31/01/2020,2441.0,"333,58",30 days,30,81.36666666666666,35
8725,0134KO,01/02/2020,29/02/2020,2279.0,"312,12",28 days,28,81.39285714285714,35
8726,0134KO,01/03/2020,31/03/2020,2426.0,"331,59",30 days,30,80.86666666666666,35
8727,0134KO,01/04/2020,30/04/2020,2357.0,"322,45",29 days,29,81.27586206896552,35
8728,0134KO,01/05/2020,31/05/2020,2740.0,"373,19",30 days,30,91.33333333333333,35
8729,0134KO,01/06/2020,30/06/2020,2775.0,"377,83",29 days,29,95.6896551724138,35
8730,0134KO,01/07/2020,31/07/2020,2847.0,"387,36",30 days,30,94.9,35
8731,0134KO,01/08/2020,31/08/2020,2881.0,"391,87",30 days,30,96.03333333333333,35
8732,0134KO,01/09/2020,30/09/2020,2700.0,"367,89",29 days,29,93.10344827586206,35
8733,0134KO,01/10/2020,31/10/2020,2713.0,"369,61",30 days,30,90.43333333333334,35
8734,0134KO,01/11/2020,30/11/2020,2483.0,"339,14",29 days,29,85.62068965517241,35
8735,0135BB,01/01/2018,31/12/2018,25472.0,"3 492,72",364 days,364,69.97802197802197,21
8736,0135BB,01/01/2019,30/04/2019,8340.0,"1 105,83",119 days,119,70.08403361344538,21
8737,0135BB,01/05/2019,31/05/2019,2182.0,"288,26",30 days,30,72.73333333333333,21
8738,0135BB,01/06/2019,30/06/2019,2225.0,"280,82",29 days,29,76.72413793103448,21
8739,0135BB,01/07/2019,31/07/2019,2261.0,"284,85",30 days,30,75.36666666666666,21
8740,0135BB,01/08/2019,31/08/2019,2321.0,"291,69",30 days,30,77.36666666666666,21
8741,0135BB,01/09/2019,30/09/2019,2401.0,"300,56",29 days,29,82.79310344827586,21
8742,0135BB,01/10/2019,31/10/2019,2397.0,"299,52",30 days,30,79.9,21
8743,0135BB,01/11/2019,30/11/2019,2394.0,"299,03",29 days,29,82.55172413793103,21
8744,0135BB,01/12/2019,31/12/2019,2593.0,"322,71",30 days,30,86.43333333333334,21
8745,0135BB,01/01/2020,31/01/2020,2576.0,"368,85",30 days,30,85.86666666666666,21
8746,0135BB,01/02/2020,29/02/2020,2387.0,"342,82",28 days,28,85.25,21
8747,0135BB,01/03/2020,31/03/2020,2538.0,"365,34",30 days,30,84.6,21
8748,0135BB,01/04/2020,30/04/2020,2466.0,"354,36",29 days,29,85.03448275862068,21
8749,0135BB,01/05/2020,31/05/2020,2543.0,"364,81",30 days,30,84.76666666666667,21
8750,0135BB,01/06/2020,30/06/2020,2506.0,"359,14",29 days,29,86.41379310344827,21
8751,0135BB,01/07/2020,31/07/2020,2608.0,"373,53",30 days,30,86.93333333333334,21
